user_id,problem_id,correct,skill_name
70707,79012,0,Ordering Integers
70707,53342,1,Ordering Integers
70707,78962,1,Ordering Integers
70707,78961,1,Ordering Integers
70707,79060,1,Ordering Integers
70707,78926,1,Ordering Integers
70707,79034,0,Ordering Integers
70707,78983,1,Ordering Integers
70707,66684,1,Ordering Integers
70707,53274,1,Ordering Integers
70707,79007,1,Ordering Integers
70708,66685,1,Ordering Integers
70708,78993,0,Ordering Integers
70708,78988,1,Ordering Integers
70708,79046,0,Ordering Integers
70708,78956,0,Ordering Integers
70708,78959,1,Ordering Integers
70708,78909,1,Ordering Integers
70708,78994,1,Ordering Integers
70708,79075,1,Ordering Integers
70708,79033,1,Ordering Integers
70708,53349,1,Ordering Integers
70708,79003,1,Ordering Integers
70708,79081,1,Ordering Integers
70708,79075,0,Ordering Integers
70708,78863,1,Ordering Integers
70708,79022,1,Ordering Integers
70708,78871,1,Ordering Integers
70708,78976,1,Ordering Integers
70708,79044,0,Ordering Integers
70708,66634,1,Ordering Integers
70708,53348,1,Ordering Integers
70708,79000,1,Ordering Integers
70727,78859,1,Ordering Integers
70727,78967,0,Ordering Integers
70727,79040,0,Ordering Integers
70727,79038,1,Ordering Integers
70727,78871,1,Ordering Integers
70727,79067,1,Ordering Integers
70727,78947,1,Ordering Integers
70727,78863,1,Ordering Integers
70727,79034,1,Ordering Integers
70727,78991,1,Ordering Integers
70727,79024,0,Ordering Integers
70727,78913,0,Ordering Integers
70727,66594,1,Ordering Integers
70727,78975,1,Ordering Integers
70727,53282,1,Ordering Integers
70727,78877,1,Ordering Integers
70727,79022,1,Ordering Integers
70727,79005,1,Ordering Integers
70727,78923,1,Ordering Integers
70727,79064,1,Ordering Integers
70727,79035,0,Ordering Integers
70727,78862,0,Ordering Integers
70727,79076,1,Ordering Integers
70727,78919,1,Ordering Integers
70727,78927,1,Ordering Integers
70727,66641,1,Ordering Integers
70727,53270,1,Ordering Integers
70728,79021,1,Ordering Integers
70728,79006,1,Ordering Integers
70728,79028,1,Ordering Integers
70728,79081,1,Ordering Integers
70728,79074,0,Ordering Integers
70728,66572,1,Ordering Integers
70728,53302,1,Ordering Integers
70728,79073,1,Ordering Integers
70729,78886,1,Ordering Integers
70729,78995,0,Ordering Integers
70729,79012,0,Ordering Integers
70729,78967,0,Ordering Integers
70729,79015,1,Ordering Integers
70729,79054,0,Ordering Integers
70729,79068,1,Ordering Integers
70729,78955,0,Ordering Integers
70729,79037,0,Ordering Integers
70729,78973,1,Ordering Integers
70729,78903,1,Ordering Integers
70729,78929,1,Ordering Integers
70729,78861,1,Ordering Integers
70729,78994,1,Ordering Integers
70729,79039,0,Ordering Integers
70729,78969,0,Ordering Integers
70729,79045,0,Ordering Integers
70729,78940,0,Ordering Integers
70729,78956,0,Ordering Integers
70729,78883,0,Ordering Integers
70729,53266,1,Ordering Integers
70729,66616,1,Ordering Integers
70729,66652,1,Ordering Integers
70729,53331,1,Ordering Integers
70729,79014,0,Ordering Integers
70729,78958,1,Ordering Integers
70729,78871,1,Ordering Integers
70729,79038,1,Ordering Integers
70729,78974,0,Ordering Integers
70729,79051,0,Ordering Integers
70729,78948,0,Ordering Integers
70729,78860,0,Ordering Integers
70729,78965,1,Ordering Integers
70729,79048,0,Ordering Integers
70729,78944,0,Ordering Integers
70729,79032,0,Ordering Integers
70729,78936,0,Ordering Integers
70730,53289,1,Ordering Integers
70730,79075,0,Ordering Integers
70730,78973,1,Ordering Integers
70730,79018,0,Ordering Integers
70730,66608,1,Ordering Integers
70730,79001,1,Ordering Integers
70730,78940,1,Ordering Integers
70730,78908,1,Ordering Integers
70730,79028,1,Ordering Integers
70730,66630,1,Ordering Integers
70730,53315,1,Ordering Integers
70730,78980,1,Ordering Integers
70731,78919,1,Ordering Integers
70731,78912,1,Ordering Integers
70731,78908,1,Ordering Integers
70731,78876,1,Ordering Integers
70731,66666,1,Ordering Integers
70731,78866,0,Ordering Integers
70731,78966,0,Ordering Integers
70731,53311,1,Ordering Integers
70731,79019,1,Ordering Integers
70732,79061,1,Ordering Integers
70732,78875,0,Ordering Integers
70732,78940,1,Ordering Integers
70732,79030,0,Ordering Integers
70732,79026,0,Ordering Integers
70732,78927,1,Ordering Integers
70732,66566,1,Ordering Integers
70732,53292,1,Ordering Integers
70732,53275,1,Ordering Integers
70732,78944,1,Ordering Integers
70733,78912,1,Ordering Integers
70733,79038,1,Ordering Integers
70733,53298,1,Ordering Integers
70733,78943,1,Ordering Integers
70733,79079,0,Ordering Integers
70733,79062,1,Ordering Integers
70733,78882,0,Ordering Integers
70733,78860,1,Ordering Integers
70733,78959,1,Ordering Integers
70733,79052,1,Ordering Integers
70733,79068,0,Ordering Integers
70733,79062,1,Ordering Integers
70733,66604,1,Ordering Integers
70733,79035,0,Ordering Integers
70733,53325,1,Ordering Integers
70733,66606,1,Ordering Integers
70733,79072,1,Ordering Integers
70733,78992,0,Ordering Integers
70733,79027,1,Ordering Integers
70733,78965,0,Ordering Integers
70733,78987,1,Ordering Integers
70733,79054,1,Ordering Integers
70733,79056,1,Ordering Integers
70733,79049,0,Ordering Integers
70733,78977,1,Ordering Integers
70734,53341,0,Ordering Integers
70734,53275,1,Ordering Integers
70734,53336,1,Ordering Integers
70734,53340,1,Ordering Integers
70736,78875,0,Ordering Integers
70736,78910,0,Ordering Integers
70736,53331,1,Ordering Integers
70736,66675,1,Ordering Integers
70736,78978,0,Ordering Integers
70740,78928,1,Ordering Integers
70740,53313,1,Ordering Integers
70740,66683,1,Ordering Integers
70740,79014,1,Ordering Integers
70740,78923,0,Ordering Integers
70740,78881,1,Ordering Integers
70740,78915,0,Ordering Integers
70740,79051,1,Ordering Integers
70740,78859,1,Ordering Integers
70743,53263,1,Ordering Integers
70744,78940,1,Ordering Integers
70744,78938,1,Ordering Integers
70744,78910,1,Ordering Integers
70744,78987,1,Ordering Integers
70744,79016,1,Ordering Integers
70744,78941,1,Ordering Integers
70744,78977,1,Ordering Integers
70744,66683,1,Ordering Integers
70744,53286,1,Ordering Integers
70744,78927,0,Ordering Integers
70745,78928,1,Ordering Integers
70745,78923,1,Ordering Integers
70745,78882,1,Ordering Integers
70745,79061,1,Ordering Integers
70745,78865,1,Ordering Integers
70745,78978,0,Ordering Integers
70745,66701,1,Ordering Integers
70745,53266,1,Ordering Integers
70745,66631,1,Ordering Integers
70745,53329,1,Ordering Integers
70745,78959,0,Ordering Integers
70746,79054,1,Ordering Integers
70746,78927,0,Ordering Integers
70746,79012,1,Ordering Integers
70746,79059,1,Ordering Integers
70746,53338,1,Ordering Integers
70746,78950,1,Ordering Integers
70746,66672,1,Ordering Integers
70746,78967,1,Ordering Integers
70746,78925,1,Ordering Integers
70746,78975,1,Ordering Integers
70746,78966,0,Ordering Integers
70746,79045,1,Ordering Integers
70746,78979,1,Ordering Integers
70746,78877,1,Ordering Integers
70746,78921,1,Ordering Integers
70746,79017,1,Ordering Integers
70746,78943,1,Ordering Integers
70746,78939,0,Ordering Integers
70746,78861,1,Ordering Integers
70746,78933,1,Ordering Integers
70746,53296,1,Ordering Integers
70746,53272,1,Ordering Integers
70746,66651,1,Ordering Integers
70746,78955,1,Ordering Integers
70746,79033,1,Ordering Integers
70746,78874,0,Ordering Integers
70746,78927,1,Ordering Integers
70746,78911,0,Ordering Integers
70746,78996,1,Ordering Integers
70746,78961,1,Ordering Integers
70746,79074,1,Ordering Integers
70746,79027,1,Ordering Integers
70746,78987,0,Ordering Integers
70746,78981,1,Ordering Integers
70746,79057,1,Ordering Integers
70748,53291,1,Ordering Integers
70754,66710,1,Ordering Integers
70756,78867,0,Ordering Integers
70756,78990,0,Ordering Integers
70756,79031,1,Ordering Integers
70756,78918,0,Ordering Integers
70756,78883,0,Ordering Integers
70756,53323,1,Ordering Integers
70756,78861,0,Ordering Integers
70756,66645,1,Ordering Integers
70756,53344,1,Ordering Integers
70756,53315,1,Ordering Integers
70756,78933,1,Ordering Integers
70816,53268,1,Ordering Integers
70816,66715,1,Ordering Integers
70816,79027,0,Ordering Integers
70816,78883,1,Ordering Integers
70816,78960,1,Ordering Integers
70816,78910,1,Ordering Integers
70816,78862,1,Ordering Integers
70816,78881,1,Ordering Integers
70874,79073,0,Ordering Integers
70874,79018,1,Ordering Integers
70874,79034,1,Ordering Integers
70874,79010,1,Ordering Integers
70874,78884,1,Ordering Integers
70874,78956,1,Ordering Integers
70874,78972,1,Ordering Integers
70874,78874,1,Ordering Integers
70874,78885,1,Ordering Integers
70874,79036,1,Ordering Integers
70874,78934,1,Ordering Integers
70874,79006,1,Ordering Integers
70874,78966,1,Ordering Integers
70874,79023,0,Ordering Integers
70874,66581,1,Ordering Integers
70874,79076,0,Ordering Integers
70874,53301,1,Ordering Integers
71740,78954,1,Ordering Integers
71740,78929,1,Ordering Integers
71740,79011,1,Ordering Integers
71740,78903,1,Ordering Integers
71740,78998,1,Ordering Integers
71740,78928,0,Ordering Integers
71740,66685,1,Ordering Integers
71740,53314,1,Ordering Integers
71740,78970,1,Ordering Integers
71740,79081,1,Ordering Integers
71740,79018,1,Ordering Integers
71740,79029,1,Ordering Integers
71740,79061,0,Ordering Integers
71740,78959,0,Ordering Integers
71740,66587,1,Ordering Integers
71740,53308,1,Ordering Integers
71740,79072,1,Ordering Integers
71810,78948,0,Ordering Integers
71810,78995,1,Ordering Integers
71810,78870,1,Ordering Integers
71810,79041,1,Ordering Integers
71810,78909,1,Ordering Integers
71810,79039,1,Ordering Integers
71810,78979,0,Ordering Integers
71810,66569,1,Ordering Integers
71810,78865,1,Ordering Integers
71810,79013,0,Ordering Integers
71810,78912,0,Ordering Integers
71810,78976,1,Ordering Integers
71810,53333,1,Ordering Integers
71810,53328,1,Ordering Integers
71810,78921,1,Ordering Integers
71824,53290,1,Ordering Integers
71824,66644,1,Ordering Integers
71824,53337,1,Ordering Integers
71826,66687,1,Ordering Integers
71830,78992,1,Ordering Integers
71830,78940,1,Ordering Integers
71830,78991,1,Ordering Integers
71830,66656,1,Ordering Integers
71830,78985,1,Ordering Integers
71830,53328,1,Ordering Integers
71830,78996,1,Ordering Integers
71831,79051,1,Ordering Integers
71831,79073,1,Ordering Integers
71831,78981,1,Ordering Integers
71831,78912,0,Ordering Integers
71831,79016,0,Ordering Integers
71831,79023,1,Ordering Integers
71831,53303,1,Ordering Integers
71831,53337,1,Ordering Integers
71831,66701,1,Ordering Integers
71831,53349,1,Ordering Integers
71831,79038,0,Ordering Integers
71872,78971,1,Ordering Integers
71872,78995,1,Ordering Integers
71872,79026,1,Ordering Integers
71872,78878,1,Ordering Integers
71872,78915,1,Ordering Integers
71872,79071,0,Ordering Integers
71872,79047,1,Ordering Integers
71872,79000,1,Ordering Integers
71872,78909,0,Ordering Integers
71872,66682,1,Ordering Integers
71872,66653,1,Ordering Integers
71872,66665,1,Ordering Integers
71872,66618,0,Ordering Integers
71872,53268,1,Ordering Integers
71872,53302,1,Ordering Integers
71872,78916,0,Ordering Integers
71873,79049,1,Ordering Integers
71873,79001,1,Ordering Integers
71873,78926,1,Ordering Integers
71873,79068,1,Ordering Integers
71873,78969,1,Ordering Integers
71873,79039,0,Ordering Integers
71873,79034,1,Ordering Integers
71873,79005,1,Ordering Integers
71873,79059,0,Ordering Integers
71873,79076,1,Ordering Integers
71873,79011,1,Ordering Integers
71873,78907,1,Ordering Integers
71873,79066,1,Ordering Integers
71873,66700,1,Ordering Integers
71873,53270,1,Ordering Integers
71873,79025,1,Ordering Integers
71881,79053,1,Ordering Integers
71881,78872,1,Ordering Integers
71881,79046,0,Ordering Integers
71881,79081,1,Ordering Integers
71881,78934,1,Ordering Integers
71881,79058,1,Ordering Integers
71881,78911,1,Ordering Integers
71881,78999,1,Ordering Integers
71881,78981,1,Ordering Integers
71881,66660,1,Ordering Integers
71881,79075,1,Ordering Integers
71881,78936,1,Ordering Integers
71881,78986,1,Ordering Integers
71881,78989,1,Ordering Integers
71881,78981,1,Ordering Integers
71881,79074,0,Ordering Integers
71881,78916,1,Ordering Integers
71881,66681,1,Ordering Integers
71881,53312,1,Ordering Integers
71881,53263,1,Ordering Integers
71883,66619,1,Ordering Integers
71883,66698,1,Ordering Integers
71883,66612,1,Ordering Integers
71883,66664,0,Ordering Integers
71883,53332,1,Ordering Integers
71883,53337,1,Ordering Integers
71883,53340,0,Ordering Integers
71883,53316,1,Ordering Integers
71907,53352,1,Ordering Integers
71907,79038,1,Ordering Integers
71907,78917,1,Ordering Integers
71907,79020,1,Ordering Integers
71907,79015,1,Ordering Integers
71907,66578,1,Ordering Integers
71907,53343,1,Ordering Integers
71907,78955,1,Ordering Integers
71907,79039,1,Ordering Integers
71907,79009,1,Ordering Integers
71907,78956,1,Ordering Integers
71907,78962,1,Ordering Integers
71907,78960,0,Ordering Integers
71907,78904,1,Ordering Integers
71907,78949,0,Ordering Integers
71907,66588,1,Ordering Integers
71907,79070,1,Ordering Integers
72059,66665,1,Ordering Integers
72059,79007,1,Ordering Integers
72059,78904,1,Ordering Integers
72059,78926,1,Ordering Integers
72059,79021,1,Ordering Integers
72059,78972,1,Ordering Integers
72327,79018,0,Ordering Integers
72327,66708,1,Ordering Integers
72327,66687,1,Ordering Integers
72327,53285,1,Ordering Integers
72327,53264,1,Ordering Integers
72378,78962,1,Ordering Integers
72378,78931,1,Ordering Integers
72378,78992,1,Ordering Integers
72378,79007,1,Ordering Integers
72378,78864,1,Ordering Integers
72378,66595,1,Ordering Integers
72880,53311,1,Ordering Integers
72880,66626,1,Ordering Integers
73100,78956,0,Ordering Integers
73100,79049,0,Ordering Integers
73100,79017,0,Ordering Integers
73100,78965,0,Ordering Integers
73100,78941,1,Ordering Integers
73100,78873,0,Ordering Integers
73100,78882,0,Ordering Integers
73100,79012,1,Ordering Integers
73100,78907,1,Ordering Integers
73100,78861,0,Ordering Integers
73100,78957,0,Ordering Integers
73100,78992,0,Ordering Integers
73100,78905,0,Ordering Integers
73100,78954,1,Ordering Integers
73100,78929,0,Ordering Integers
73100,79035,0,Ordering Integers
73100,79078,0,Ordering Integers
73100,78985,0,Ordering Integers
73100,78912,0,Ordering Integers
73100,66573,1,Ordering Integers
73100,79030,0,Ordering Integers
73100,53336,0,Ordering Integers
73100,53340,1,Ordering Integers
73100,53316,1,Ordering Integers
73100,53267,0,Ordering Integers
73100,78921,0,Ordering Integers
73100,53318,0,Ordering Integers
73100,79008,1,Ordering Integers
73100,78968,1,Ordering Integers
73100,78933,0,Ordering Integers
73100,78949,0,Ordering Integers
73100,79042,0,Ordering Integers
73100,79014,0,Ordering Integers
73100,78881,0,Ordering Integers
73100,79068,0,Ordering Integers
73684,78987,1,Ordering Integers
73684,79081,0,Ordering Integers
73684,78945,1,Ordering Integers
73684,79041,1,Ordering Integers
73684,78935,1,Ordering Integers
73684,78877,1,Ordering Integers
73684,79074,1,Ordering Integers
73684,78998,1,Ordering Integers
73684,79040,1,Ordering Integers
73684,78973,1,Ordering Integers
73684,79063,0,Ordering Integers
73684,66649,1,Ordering Integers
73684,78937,1,Ordering Integers
73684,78954,1,Ordering Integers
73684,53338,1,Ordering Integers
73684,53309,0,Ordering Integers
73684,53306,1,Ordering Integers
73684,53265,1,Ordering Integers
73684,66611,1,Ordering Integers
73684,53326,1,Ordering Integers
73684,66711,1,Ordering Integers
73684,78932,1,Ordering Integers
73684,78979,1,Ordering Integers
73684,78944,1,Ordering Integers
73684,53294,1,Ordering Integers
73685,78923,1,Ordering Integers
73685,79045,1,Ordering Integers
73685,78925,1,Ordering Integers
73685,79052,0,Ordering Integers
73685,78916,1,Ordering Integers
73685,79080,1,Ordering Integers
73685,79064,1,Ordering Integers
73685,66689,1,Ordering Integers
73685,79069,1,Ordering Integers
73685,79045,1,Ordering Integers
73685,78961,1,Ordering Integers
73685,78917,1,Ordering Integers
73685,53275,1,Ordering Integers
73685,79057,0,Ordering Integers
73685,78940,1,Ordering Integers
73685,78942,1,Ordering Integers
73685,79007,1,Ordering Integers
73685,53326,1,Ordering Integers
73685,66583,1,Ordering Integers
73685,78910,1,Ordering Integers
73685,79029,0,Ordering Integers
73685,53343,1,Ordering Integers
73685,78957,1,Ordering Integers
73685,79019,1,Ordering Integers
73685,78918,0,Ordering Integers
73685,78914,1,Ordering Integers
73685,79033,0,Ordering Integers
73685,79013,1,Ordering Integers
73962,66655,0,Ordering Integers
73962,78865,0,Ordering Integers
73962,78926,1,Ordering Integers
73962,78976,0,Ordering Integers
73962,79010,0,Ordering Integers
73962,79055,1,Ordering Integers
73962,66648,1,Ordering Integers
73962,66705,1,Ordering Integers
73962,66695,1,Ordering Integers
73962,53310,1,Ordering Integers
73962,66622,0,Ordering Integers
73962,79046,1,Ordering Integers
73962,53284,1,Ordering Integers
73962,53319,1,Ordering Integers
73962,78877,1,Ordering Integers
73962,78991,1,Ordering Integers
73962,78965,1,Ordering Integers
73962,66662,1,Ordering Integers
73962,79012,1,Ordering Integers
73962,78970,1,Ordering Integers
73962,79061,1,Ordering Integers
73962,78969,0,Ordering Integers
74384,53332,1,Ordering Integers
74384,66575,1,Ordering Integers
74673,78968,1,Ordering Integers
74673,78912,1,Ordering Integers
74673,78882,1,Ordering Integers
74673,79008,1,Ordering Integers
74673,66689,1,Ordering Integers
74673,53303,1,Ordering Integers
74673,53269,1,Ordering Integers
74673,78937,1,Ordering Integers
74678,78912,1,Ordering Integers
74678,78950,1,Ordering Integers
74678,79052,0,Ordering Integers
74678,79068,0,Ordering Integers
74678,78994,1,Ordering Integers
74678,78928,1,Ordering Integers
74678,78969,1,Ordering Integers
74678,79072,1,Ordering Integers
74678,66682,1,Ordering Integers
74678,53265,1,Ordering Integers
74678,78973,1,Ordering Integers
74678,79066,1,Ordering Integers
74678,79033,1,Ordering Integers
74678,53274,1,Ordering Integers
74678,66578,1,Ordering Integers
74678,78970,1,Ordering Integers
74678,78925,1,Ordering Integers
74678,53341,1,Ordering Integers
74678,79028,1,Ordering Integers
74678,78986,0,Ordering Integers
74678,78999,1,Ordering Integers
74678,78864,0,Ordering Integers
74678,78974,1,Ordering Integers
74698,79013,0,Ordering Integers
74698,66649,1,Ordering Integers
74698,79057,1,Ordering Integers
74698,78977,1,Ordering Integers
74698,78976,1,Ordering Integers
74698,79006,1,Ordering Integers
74698,79023,0,Ordering Integers
74698,78937,0,Ordering Integers
74698,78988,0,Ordering Integers
74698,66711,1,Ordering Integers
74698,66673,1,Ordering Integers
74698,66663,1,Ordering Integers
74698,78862,1,Ordering Integers
74698,53317,1,Ordering Integers
74698,66683,1,Ordering Integers
74698,53265,1,Ordering Integers
74698,66705,1,Ordering Integers
74698,78957,1,Ordering Integers
74698,53311,1,Ordering Integers
74698,78968,1,Ordering Integers
74698,78883,1,Ordering Integers
74698,78919,1,Ordering Integers
74698,78866,0,Ordering Integers
74698,78984,0,Ordering Integers
74704,78993,0,Ordering Integers
74704,79054,0,Ordering Integers
75169,53293,1,Ordering Integers
75169,79026,1,Ordering Integers
75169,78930,1,Ordering Integers
75169,66588,1,Ordering Integers
75169,78984,1,Ordering Integers
75169,78993,1,Ordering Integers
75169,78922,1,Ordering Integers
75169,78935,1,Ordering Integers
75169,78923,1,Ordering Integers
75169,78973,1,Ordering Integers
75169,78934,1,Ordering Integers
75169,78882,0,Ordering Integers
75169,53306,1,Ordering Integers
75169,66639,1,Ordering Integers
75169,53268,1,Ordering Integers
75169,66684,1,Ordering Integers
75169,78931,1,Ordering Integers
75169,79078,1,Ordering Integers
75169,78972,1,Ordering Integers
75169,79071,0,Ordering Integers
75169,79027,1,Ordering Integers
75169,78957,0,Ordering Integers
75361,53333,1,Ordering Integers
75361,53276,1,Ordering Integers
75361,53327,1,Ordering Integers
75361,53346,1,Ordering Integers
75361,53277,0,Ordering Integers
75361,53343,1,Ordering Integers
75361,53335,0,Ordering Integers
75361,53326,1,Ordering Integers
77902,66600,1,Ordering Integers
77944,78919,0,Ordering Integers
77944,78862,1,Ordering Integers
77944,78960,1,Ordering Integers
77944,78863,1,Ordering Integers
78010,53309,1,Ordering Integers
78010,66638,1,Ordering Integers
78011,66625,1,Ordering Integers
78011,53338,1,Ordering Integers
78012,53271,1,Ordering Integers
78012,66599,1,Ordering Integers
78013,53275,1,Ordering Integers
78013,66629,1,Ordering Integers
78016,53351,0,Ordering Integers
78016,53301,1,Ordering Integers
78016,53329,1,Ordering Integers
78016,53316,1,Ordering Integers
78016,66658,1,Ordering Integers
78017,53305,1,Ordering Integers
78017,66687,1,Ordering Integers
78018,53312,1,Ordering Integers
78018,66685,1,Ordering Integers
78019,66568,1,Ordering Integers
78019,53313,1,Ordering Integers
78020,53317,1,Ordering Integers
78020,66644,1,Ordering Integers
78021,53263,1,Ordering Integers
78021,66661,1,Ordering Integers
78022,53264,1,Ordering Integers
78022,66634,1,Ordering Integers
78023,53287,1,Ordering Integers
78023,66569,1,Ordering Integers
78024,53289,1,Ordering Integers
78024,66644,1,Ordering Integers
78026,53307,1,Ordering Integers
78026,66589,1,Ordering Integers
78027,66640,1,Ordering Integers
78027,53283,1,Ordering Integers
78028,53311,1,Ordering Integers
78028,66611,1,Ordering Integers
78029,53281,1,Ordering Integers
78029,66676,1,Ordering Integers
78030,53318,1,Ordering Integers
78030,66633,1,Ordering Integers
78031,53322,1,Ordering Integers
78031,66656,1,Ordering Integers
78032,53294,1,Ordering Integers
78032,66631,1,Ordering Integers
78033,66614,1,Ordering Integers
78033,53296,1,Ordering Integers
78073,53323,1,Ordering Integers
78073,66649,1,Ordering Integers
78647,66589,0,Ordering Integers
78647,79008,0,Ordering Integers
78673,78927,1,Ordering Integers
78673,78936,1,Ordering Integers
78673,78944,1,Ordering Integers
78673,78933,1,Ordering Integers
78673,79063,1,Ordering Integers
78673,79046,1,Ordering Integers
78673,79014,0,Ordering Integers
78673,78963,1,Ordering Integers
78673,79004,1,Ordering Integers
78673,66664,1,Ordering Integers
78673,79055,1,Ordering Integers
78673,66710,1,Ordering Integers
78673,66569,1,Ordering Integers
78673,66621,1,Ordering Integers
78673,53317,1,Ordering Integers
78673,53340,1,Ordering Integers
78673,66690,1,Ordering Integers
78673,53268,0,Ordering Integers
78767,79017,1,Ordering Integers
78767,79073,1,Ordering Integers
78767,78915,1,Ordering Integers
78770,79070,1,Ordering Integers
78770,79038,1,Ordering Integers
78770,78961,1,Ordering Integers
78771,79012,1,Ordering Integers
78771,79036,0,Ordering Integers
